shipment_id,supplier_id,component_id,route,carrier,ship_date,scheduled_delivery,actual_delivery,delay_days,delay_cause,delayed,supplier_name,region,reliability_score,avg_lead_time,component_name,category,criticality,avg_cost
SH0344,SUP002,C005,East,Amazon Logistics,2025-04-20,2025-04-24,2025-04-24,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0345,SUP004,C004,North,Delhivery,2025-02-11,2025-02-14,2025-02-14,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0346,SUP001,C006,South,Delhivery,2025-07-13,2025-07-17,2025-07-17,0,,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0347,SUP004,C006,West,DTDC,2025-07-23,2025-07-26,2025-07-30,4,None,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0348,SUP001,C002,East,DTDC,2025-05-22,2025-05-25,2025-05-25,0,,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0349,SUP005,C004,West,Amazon Logistics,2025-05-28,2025-06-02,2025-06-02,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0350,SUP001,C002,East,DTDC,2025-01-08,2025-01-12,2025-01-12,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0351,SUP001,C002,West,DTDC,2025-09-18,2025-09-27,2025-09-28,1,Traffic,Yes,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0352,SUP005,C004,West,Amazon Logistics,2025-07-06,2025-07-12,2025-07-12,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0353,SUP002,C003,North,Amazon Logistics,2025-03-23,2025-03-26,2025-03-26,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0354,SUP004,C003,North,Amazon Logistics,2025-09-01,2025-09-07,2025-09-07,0,None,No,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0355,SUP004,C004,South,BlueDart,2025-04-21,2025-04-25,2025-04-25,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0356,SUP001,C006,North,Delhivery,2025-07-19,2025-07-24,2025-07-29,-1,,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0357,SUP002,C005,North,BlueDart,2025-01-12,2025-01-15,2025-01-15,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0358,SUP001,C003,West,BlueDart,2025-04-11,2025-04-19,2025-04-19,0,,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0359,SUP004,C006,North,DTDC,2025-03-08,2025-03-16,2025-03-16,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0360,SUP004,C002,South,Delhivery,2025-04-28,2025-05-04,2025-05-05,1,Traffic,Yes,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0361,SUP003,C005,South,Amazon Logistics,2025-07-28,2025-08-06,2025-08-06,0,,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0362,SUP004,C001,South,BlueDart,2025-08-10,2025-08-19,2025-08-19,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0363,SUP004,C001,North,DTDC,2025-05-06,2025-05-12,2025-05-14,2,Carrier issue,Yes,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0364,SUP003,C001,South,BlueDart,2025-01-23,2025-01-29,2025-02-02,4,Supplier issue,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0365,SUP002,C004,West,Amazon Logistics,2025-05-24,2025-06-02,2025-06-03,1,Traffic,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0366,SUP003,C002,West,Delhivery,2025-09-10,2025-09-18,2025-09-18,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0367,SUP004,C006,West,Amazon Logistics,2025-02-28,2025-03-05,2025-03-07,2,Customs,Yes,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0368,SUP004,C005,West,DTDC,2025-05-24,2025-06-02,2025-06-02,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0369,SUP003,C004,West,BlueDart,2025-07-09,2025-07-13,2025-07-13,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0370,SUP005,C001,East,BlueDart,2025-06-21,2025-06-27,2025-06-27,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0371,SUP002,C006,East,BlueDart,2025-07-05,2025-07-09,2025-07-09,0,None,No,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0372,SUP004,C005,North,Amazon Logistics,2025-01-26,2025-01-31,2025-01-31,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0373,SUP002,C002,West,Delhivery,2025-01-11,2025-01-17,2025-01-17,0,None,No,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0374,SUP002,C002,East,Amazon Logistics,2025-03-22,2025-03-31,2025-04-05,5,Weather,Yes,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0375,SUP001,C003,North,Amazon Logistics,2025-01-04,2025-01-12,2025-01-12,0,None,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0376,SUP005,C006,South,Amazon Logistics,2025-03-09,2025-03-15,2025-03-15,0,None,No,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0377,SUP002,C005,East,BlueDart,2025-02-06,2025-02-11,2025-02-11,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0378,SUP002,C002,West,BlueDart,2025-07-11,2025-07-15,2025-07-15,0,None,No,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0379,SUP003,C001,South,Amazon Logistics,2025-07-13,2025-07-20,2025-07-20,0,None,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0380,SUP003,C004,South,Amazon Logistics,2025-04-21,2025-04-27,2025-04-27,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0381,SUP001,C006,East,Amazon Logistics,2025-07-01,2025-07-05,2025-07-05,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0382,SUP005,C001,South,DTDC,2025-07-17,2025-07-26,2025-07-26,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0383,SUP001,C002,South,BlueDart,2025-06-23,2025-06-26,2025-06-26,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0384,SUP004,C002,North,BlueDart,2025-04-17,2025-04-26,2025-04-26,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0385,SUP002,C003,East,BlueDart,2025-01-02,2025-01-11,2025-01-12,1,Supplier issue,Yes,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0386,SUP003,C002,West,BlueDart,2025-01-08,2025-01-15,2025-01-19,4,Traffic,Yes,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0387,SUP005,C004,East,DTDC,2025-06-06,2025-06-10,2025-06-10,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0388,SUP002,C001,West,Delhivery,2025-05-02,2025-05-07,2025-05-11,4,Traffic,Yes,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0389,SUP001,C006,South,Amazon Logistics,2025-09-22,2025-09-27,2025-09-27,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0390,SUP005,C004,East,Delhivery,2025-05-14,2025-05-22,2025-05-22,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0391,SUP002,C003,West,DTDC,2025-03-12,2025-03-19,2025-03-19,99,None,Yes,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0392,SUP002,C004,East,DTDC,2025-05-08,2025-05-11,2025-05-15,4,Supplier issue,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0393,SUP002,C005,South,BlueDart,2025-08-24,2025-09-01,2025-09-06,5,Customs,Yes,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0394,SUP003,C001,West,Delhivery,2025-04-02,2025-04-09,2025-04-09,0,None,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0395,SUP005,C005,South,Amazon Logistics,2025-03-18,2025-03-26,2025-03-26,0,None,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0396,SUP005,C001,North,Delhivery,2025-01-18,2025-01-24,2025-01-24,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0397,SUP005,C004,North,DTDC,2025-09-25,2025-09-29,2025-09-29,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0398,SUP005,C005,North,Delhivery,2025-06-11,2025-06-20,2025-06-23,3,Traffic,Yes,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0399,SUP003,C004,West,Amazon Logistics,2025-02-03,2025-02-10,2025-02-10,0,None,No,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0400,SUP001,C002,West,DTDC,2025-07-07,2025-07-16,2025-07-16,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0401,SUP001,C003,South,BlueDart,2025-01-23,2025-01-26,2025-01-26,0,None,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0402,SUP005,C006,South,DTDC,2025-08-14,2025-08-17,2025-08-17,0,None,No,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0403,SUP002,C006,North,DTDC,2025-05-11,2025-05-15,2025-05-15,0,None,No,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0404,SUP003,C005,West,Delhivery,2025-04-09,2025-04-14,2025-04-14,0,None,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0405,SUP004,C003,North,DTDC,2025-08-21,2025-08-29,2025-09-01,3,Weather,Yes,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0406,SUP002,C003,North,DTDC,2025-05-07,2025-05-11,2025-05-11,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0407,SUP001,C002,West,DTDC,2025-06-25,2025-07-04,2025-07-05,1,Supplier issue,Yes,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0408,SUP001,C001,South,DTDC,2025-07-24,2025-07-30,2025-08-02,3,Customs,Yes,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0409,SUP003,C004,West,Amazon Logistics,2025-03-07,2025-03-13,2025-03-14,1,Carrier issue,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0410,SUP003,C004,East,DTDC,2025-07-17,2025-07-20,2025-07-23,3,None,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0411,SUP001,C002,South,BlueDart,2025-04-13,2025-04-22,2025-04-22,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0412,SUP004,C006,West,BlueDart,2025-06-27,2025-07-03,2025-07-03,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0413,SUP001,C002,East,DTDC,2025-07-01,2025-07-05,2025-07-05,0,None,No,Alpha Ltd,US,0.87,7,Sensor,Electrical,Medium,219
SH0414,SUP001,C001,East,Delhivery,2025-09-03,2025-09-07,2025-09-07,0,None,No,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0415,SUP003,C005,East,Amazon Logistics,2025-04-13,2025-04-21,2025-04-21,0,None,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0416,SUP005,C001,South,DTDC,2025-05-03,2025-05-12,2025-05-16,4,None,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0417,SUP005,C001,South,BlueDart,2025-09-23,2025-10-02,2025-10-07,5,Traffic,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0418,SUP003,C002,South,Delhivery,2025-05-14,2025-05-21,2025-05-21,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0419,SUP003,C001,West,Delhivery,2025-09-23,2025-09-29,2025-10-02,3,None,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0420,SUP003,C003,West,DTDC,2025-08-18,2025-08-27,2025-08-27,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0421,SUP004,C006,North,Delhivery,2025-09-10,2025-09-16,2025-09-16,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0422,SUP005,C006,North,Amazon Logistics,2025-06-17,2025-06-22,2025-06-22,0,,No,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0423,SUP002,C002,North,DTDC,2025-09-21,2025-09-27,2025-09-27,99,None,Yes,Beta Co,India,0.81,6,Sensor,Electrical,Medium,219
SH0424,SUP004,C004,West,BlueDart,2025-04-21,2025-04-25,2025-04-25,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0425,SUP004,C001,West,BlueDart,2025-09-23,2025-10-01,2025-10-01,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0426,SUP005,C001,North,DTDC,2025-01-27,2025-02-05,2025-02-05,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0427,SUP005,C006,West,DTDC,2025-01-02,2025-01-07,2025-01-07,0,None,No,Epsilon Exports,US,0.76,7,Controller,Mechanical,Low,495
SH0428,SUP005,C001,South,BlueDart,2025-05-09,2025-05-16,2025-05-16,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0429,SUP005,C002,West,DTDC,2025-05-25,2025-05-29,2025-05-29,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0430,SUP003,C002,West,DTDC,2025-08-06,2025-08-15,2025-08-18,3,Weather,Yes,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0431,SUP005,C003,South,Delhivery,2025-09-06,2025-09-12,2025-09-12,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0432,SUP004,C003,East,BlueDart,2025-08-15,2025-08-21,2025-08-26,5,Weather,Yes,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0433,SUP005,C003,West,DTDC,2025-03-03,2025-03-12,2025-03-12,0,,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0434,SUP002,C003,East,Amazon Logistics,2025-07-26,2025-08-01,2025-08-01,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0435,SUP005,C003,South,Delhivery,2025-06-07,2025-06-10,2025-06-10,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0436,SUP004,C006,South,Amazon Logistics,2025-07-06,2025-07-13,2025-07-13,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0437,SUP004,C004,East,Amazon Logistics,2025-05-21,2025-05-24,2025-05-25,99,Weather,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0438,SUP003,C003,North,Amazon Logistics,2025-08-11,2025-08-19,2025-08-19,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0439,SUP005,C001,North,Delhivery,2025-08-12,2025-08-16,2025-08-17,1,Supplier issue,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0440,SUP003,C001,East,BlueDart,2025-02-25,2025-02-28,2025-03-03,3,Carrier issue,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0441,SUP005,C001,West,Amazon Logistics,2025-02-09,2025-02-18,2025-02-18,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0442,SUP004,C005,East,DTDC,2025-07-16,2025-07-19,2025-07-21,2,,Yes,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0443,SUP003,C005,East,Amazon Logistics,2025-08-22,2025-08-28,2025-08-30,2,Traffic,Yes,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0444,SUP001,C006,South,Amazon Logistics,2025-06-18,2025-06-21,2025-06-21,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0445,SUP003,C005,North,Delhivery,2025-07-05,2025-07-11,2025-07-11,0,None,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0446,SUP003,C004,West,Amazon Logistics,2025-03-04,2025-03-09,2025-03-11,2,Carrier issue,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0447,SUP005,C001,West,Delhivery,2025-05-18,2025-05-23,2025-05-24,1,Supplier issue,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0448,SUP002,C004,East,Amazon Logistics,2025-01-28,2025-02-02,2025-02-02,0,None,No,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0449,SUP003,C003,East,Amazon Logistics,2025-03-24,2025-03-29,2025-03-29,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0450,SUP003,C001,South,Amazon Logistics,2025-01-06,2025-01-09,2025-01-09,0,None,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0451,SUP003,C005,South,BlueDart,2025-06-02,2025-06-10,2025-06-10,0,None,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0452,SUP003,C003,East,DTDC,2025-04-02,2025-04-05,2025-04-05,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0453,SUP005,C005,West,BlueDart,2025-01-09,2025-01-18,2025-01-18,0,None,No,Epsilon Exports,US,0.76,7,Pump,Mechanical,High,239
SH0454,SUP002,C001,East,DTDC,2025-09-23,2025-09-27,2025-09-27,0,None,No,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0455,SUP003,C002,South,Amazon Logistics,2025-06-10,2025-06-17,2025-06-17,0,None,No,Gamma Industries,Asia,0.76,5,Sensor,Electrical,Medium,219
SH0456,SUP003,C001,East,DTDC,2025-08-10,2025-08-13,2025-08-14,1,Supplier issue,Yes,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0457,SUP004,C005,East,BlueDart,2025-08-24,2025-08-30,2025-08-30,0,,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0458,SUP004,C006,West,Amazon Logistics,2025-02-06,2025-02-12,2025-02-12,0,None,No,Delta Corp,US,0.63,8,Controller,Mechanical,Low,495
SH0459,SUP003,C003,South,Delhivery,2025-05-07,2025-05-10,2025-05-10,0,None,No,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0460,SUP005,C003,North,Delhivery,2025-08-22,2025-08-29,2025-08-29,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0461,SUP004,C005,West,DTDC,2025-02-24,2025-03-01,2025-03-01,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0462,SUP004,C002,South,Amazon Logistics,2025-08-18,2025-08-23,2025-08-23,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0463,SUP001,C006,South,BlueDart,2025-08-16,2025-08-24,2025-08-24,0,None,No,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0464,SUP005,C004,East,BlueDart,2025-05-03,2025-05-10,2025-05-10,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0465,SUP001,C003,West,Amazon Logistics,2025-04-12,2025-04-17,2025-04-17,0,None,No,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0466,SUP001,C001,East,BlueDart,2025-03-08,2025-03-16,2025-03-18,2,Weather,Yes,Alpha Ltd,US,0.87,7,Motor,Electrical,Medium,108
SH0467,SUP004,C002,North,DTDC,2025-09-02,2025-09-06,2025-09-06,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0468,SUP003,C005,East,Amazon Logistics,2025-02-04,2025-02-07,2025-02-07,0,None,No,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0469,SUP004,C005,East,Delhivery,2025-08-15,2025-08-23,2025-08-27,4,Traffic,Yes,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0470,SUP005,C003,North,Delhivery,2025-09-22,2025-09-25,2025-09-25,0,None,No,Epsilon Exports,US,0.76,7,Valve,Electrical,High,237
SH0471,SUP004,C002,North,BlueDart,2025-09-17,2025-09-26,2025-09-28,2,Weather,Yes,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0472,SUP003,C003,West,DTDC,2025-03-12,2025-03-16,2025-03-18,2,Supplier issue,Yes,Gamma Industries,Asia,0.76,5,Valve,Electrical,High,237
SH0473,SUP001,C003,West,Delhivery,2025-07-10,2025-07-16,2025-07-20,4,Carrier issue,Yes,Alpha Ltd,US,0.87,7,Valve,Electrical,High,237
SH0474,SUP004,C004,North,Amazon Logistics,2025-03-03,2025-03-07,2025-03-08,1,Weather,Yes,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0475,SUP004,C003,North,DTDC,2025-05-25,2025-05-28,2025-05-28,0,None,No,Delta Corp,US,0.63,8,Valve,Electrical,High,237
SH0476,SUP005,C002,East,BlueDart,2025-09-26,2025-10-05,2025-10-05,0,None,No,Epsilon Exports,US,0.76,7,Sensor,Electrical,Medium,219
SH0477,SUP004,C001,North,Delhivery,2025-08-22,2025-08-29,2025-08-29,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0478,SUP002,C006,South,Amazon Logistics,2025-02-27,2025-03-02,2025-03-05,99,Customs,Yes,Beta Co,India,0.81,6,Controller,Mechanical,Low,495
SH0479,SUP003,C001,West,BlueDart,2025-05-19,2025-05-24,2025-05-24,0,,No,Gamma Industries,Asia,0.76,5,Motor,Electrical,Medium,108
SH0480,SUP002,C004,North,Amazon Logistics,2025-06-05,2025-06-14,2025-06-17,3,Traffic,Yes,Beta Co,India,0.81,6,Bearing,Electrical,High,320
SH0481,SUP003,C006,South,BlueDart,2025-09-28,2025-10-06,2025-10-06,0,None,No,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
SH0482,SUP003,C006,West,DTDC,2025-08-08,2025-08-16,2025-08-20,4,Supplier issue,Yes,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
SH0483,SUP004,C004,West,Amazon Logistics,2025-09-21,2025-09-27,2025-09-27,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0484,SUP004,C002,South,Amazon Logistics,2025-05-02,2025-05-09,2025-05-09,0,None,No,Delta Corp,US,0.63,8,Sensor,Electrical,Medium,219
SH0485,SUP005,C001,North,BlueDart,2025-05-15,2025-05-24,2025-05-26,2,Carrier issue,Yes,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0486,SUP002,C005,East,Amazon Logistics,2025-06-09,2025-06-18,2025-06-23,5,Supplier issue,Yes,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0487,SUP004,C004,North,Delhivery,2025-09-07,2025-09-12,2025-09-12,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0488,SUP004,C005,East,Delhivery,2025-01-01,2025-01-06,2025-01-06,0,None,No,Delta Corp,US,0.63,8,Pump,Mechanical,High,239
SH0489,SUP003,C005,West,BlueDart,2025-07-20,2025-07-26,2025-07-27,99,Customs,Yes,Gamma Industries,Asia,0.76,5,Pump,Mechanical,High,239
SH0490,SUP005,C004,East,BlueDart,2025-05-20,2025-05-29,2025-05-29,0,None,No,Epsilon Exports,US,0.76,7,Bearing,Electrical,High,320
SH0491,SUP002,C001,North,BlueDart,2025-07-22,2025-07-27,2025-07-27,0,None,No,Beta Co,India,0.81,6,Motor,Electrical,Medium,108
SH0492,SUP004,C001,East,DTDC,2025-03-08,2025-03-12,2025-03-12,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0493,SUP004,C001,East,Amazon Logistics,2025-06-21,2025-06-30,2025-06-30,0,None,No,Delta Corp,US,0.63,8,Motor,Electrical,Medium,108
SH0494,SUP005,C001,East,Delhivery,2025-06-21,2025-06-28,2025-06-28,0,None,No,Epsilon Exports,US,0.76,7,Motor,Electrical,Medium,108
SH0495,SUP002,C003,East,BlueDart,2025-03-20,2025-03-28,2025-03-28,0,None,No,Beta Co,India,0.81,6,Valve,Electrical,High,237
SH0496,SUP004,C004,East,Amazon Logistics,2025-09-04,2025-09-11,2025-09-11,0,None,No,Delta Corp,US,0.63,8,Bearing,Electrical,High,320
SH0497,SUP001,C006,North,Delhivery,2025-05-23,2025-05-29,2025-06-02,4,Weather,Yes,Alpha Ltd,US,0.87,7,Controller,Mechanical,Low,495
SH0498,SUP003,C004,East,Delhivery,2025-06-28,2025-07-01,2025-07-04,3,Traffic,Yes,Gamma Industries,Asia,0.76,5,Bearing,Electrical,High,320
SH0499,SUP002,C005,West,DTDC,2025-08-28,2025-09-05,2025-09-05,0,None,No,Beta Co,India,0.81,6,Pump,Mechanical,High,239
SH0500,SUP003,C006,North,DTDC,2025-09-22,2025-09-25,2025-09-25,0,None,No,Gamma Industries,Asia,0.76,5,Controller,Mechanical,Low,495
